"id","age","male","eduyears","employed","income"
14031,33,0,17,1,NA
14032,32,0,7,1,1050
14034,56,0,3.5,1,700
14036,25,1,12.5,1,880
14036,25,0,14,1,250
14037,35,0,17,1,665
14038,56,0,12.5,1,700
14039,46,1,12.5,1,900
14040,27,1,12.5,1,2000
14043,49,0,9.5,1,150
14043,19,0,9.5,1,180
14045,55,1,17,1,NA
14045,56,0,17,1,NA
14045,27,1,14,1,NA
14046,30,1,12.5,1,2000
14046,30,0,9.5,1,70
14047,39,1,9.5,1,1200
14047,30,0,12.5,1,1350
14048,50,1,3.5,1,900
14049,48,0,9.5,1,1200
14050,59,1,3.5,1,500
14051,25,1,9.5,1,156
14052,27,1,12.5,1,1200
14054,24,0,9.5,1,450
14055,30,1,12.5,1,1000
14056,30,1,12.5,1,1600
14057,55,0,12.5,1,700
14057,28,0,12.5,1,850
14058,55,0,12.5,1,NA
14058,28,0,12.5,1,800
14060,54,1,17,1,NA
14061,58,1,12.5,1,NA
14061,54,0,7,1,NA
14061,29,1,12.5,1,1000
14061,24,0,14,1,680
14061,21,1,9.5,1,1000
14062,58,1,9.5,1,600
14062,54,0,7,1,1000
14062,24,0,17,1,NA
14063,53,1,9.5,1,2790
14063,21,0,12.5,1,700
14064,39,1,12.5,1,1200
14064,33,0,17,1,1000
14065,28,0,17,1,1800
14066,64,1,7,1,1080
14066,28,0,14,1,2100
14067,38,1,14,1,NA
14067,34,0,14,1,NA
14068,47,1,17,1,4000
14068,45,0,17,1,4500
14069,47,1,17,1,4500
14069,45,0,17,1,3000
14071,27,0,17,1,800
14071,22,1,14,1,250
14072,27,0,17,1,500
14072,22,1,14,1,500
14073,41,1,14,1,NA
14073,34,0,14,1,NA
14074,54,0,3.5,1,40
14075,58,1,7,1,2150
14076,58,1,7,1,1600
14077,38,1,9.5,1,1300
14078,38,1,9.5,1,1700
14079,57,1,7,1,1000
14079,58,0,3.5,1,1000
14080,48,1,14,1,1800
14083,67,1,17,1,NA
14083,56,0,17,1,NA
14084,52,1,14,1,3000
14084,45,0,12.5,1,2000
14085,55,1,12.5,1,1400
14085,23,1,12.5,1,1200
14086,55,1,12.5,1,1000
14086,23,1,12.5,1,1200
14087,45,1,14,1,700
14087,46,0,14,1,1180
14088,46,0,14,1,600
14088,42,1,7,1,800
14088,24,0,12.5,1,30
14088,25,1,14,1,500
14088,24,0,14,1,30
14089,45,0,9.5,1,350
14089,19,0,12.5,1,800
14090,64,0,12.5,1,2000
14091,52,1,14,1,20
14091,51,0,9.5,1,525
14092,57,1,3.5,1,200
14093,42,1,14,1,1400
14093,28,1,14,1,580
14094,55,0,3.5,1,470
14094,39,1,17,1,1200
14094,36,0,12.5,1,180
14095,35,1,14,1,900
14096,35,1,14,1,600
14098,32,0,17,1,1200
14099,46,1,17,1,2550
14100,47,0,9.5,1,400
14100,23,1,9.5,1,480
14101,34,1,17,1,1100
14102,52,1,12.5,1,NA
14102,52,0,17,1,NA
14103,37,1,12.5,1,3700
14104,40,0,3.5,1,520
14104,21,1,3.5,1,400
14105,45,1,14,1,4000
14106,43,1,7,1,300
14107,58,1,12.5,1,1800
14108,30,0,14,1,900
14109,36,0,14,1,1448
14109,35,1,14,1,180
14110,36,0,14,1,1422
14112,38,0,12.5,1,560
14113,25,1,7,1,700
14114,41,1,7,1,500
14119,30,1,14,1,700
14121,50,1,9.5,1,4000
14121,46,0,17,1,1200
14122,50,1,12.5,1,1500
14122,45,0,17,1,1500
14123,55,1,12.5,1,4900
14123,46,0,17,1,2500
14124,65,1,12.5,1,200
14125,48,1,12.5,1,600
14126,40,0,12.5,1,1500
14126,45,1,14,1,500
14127,32,1,17,1,1850
14128,40,1,7,1,2400
14129,29,0,12.5,1,1000
14130,51,1,12.5,1,2500
14130,48,0,17,1,2000
14130,22,1,12.5,1,4000
14131,45,0,7,1,NA
14133,55,1,7,1,1800
14134,45,1,12.5,1,880
14134,39,0,7,1,300
14135,52,1,7,1,1300
14136,38,1,9.5,1,NA
14138,70,1,7,1,NA
14138,46,1,3.5,1,NA
14139,40,1,12.5,1,1200
14140,45,1,17,1,2600
14141,45,1,17,1,2200
14142,46,0,17,1,300
14142,27,1,12.5,1,1000
14143,40,1,12.5,1,1100
14143,51,0,12.5,1,100
14144,44,0,3.5,1,450
14145,28,1,9.5,1,1300
14146,65,1,3.5,1,1300
14146,68,0,3.5,1,NA
14147,57,0,9.5,1,240
14147,29,1,7,1,750
14148,50,0,9.5,1,1700
14148,20,0,9.5,1,250
14151,55,0,12.5,1,1200
14152,55,0,12.5,1,2200
14152,30,0,17,1,1800
14152,27,0,17,1,1900
14155,53,1,9.5,1,1800
14156,53,1,9.5,1,1800
14157,81,0,3.5,1,618
14157,38,0,12.5,1,260
14158,50,0,12.5,1,800
14158,48,1,7,1,150
14159,44,1,14,1,700
14159,45,0,14,1,450
14160,44,1,14,1,700
14160,45,0,14,1,550
14161,59,0,12.5,1,260
14161,50,0,9.5,1,480
14162,59,0,7,1,250
14164,56,1,3.5,1,400
14165,23,1,12.5,1,600
14165,25,0,9.5,1,600
14166,24,1,12.5,1,450
14166,25,0,9.5,1,450
14167,50,1,12.5,1,NA
14168,50,1,9.5,1,800
14169,53,1,12.5,1,1750
14169,49,0,12.5,1,1170
14170,54,1,17,1,1800
14171,33,1,12.5,1,1200
14172,25,1,7,1,1300
14173,63,0,3.5,1,480
14174,53,1,7,1,1350
14174,53,0,9.5,1,150
14175,53,1,7,1,1100
14175,40,0,14,1,140
14175,19,1,12.5,1,600
14176,52,1,7,1,1300
14176,40,0,12.5,1,140
14177,27,0,7,1,150
14178,49,1,17,1,3300
14178,45,0,12.5,1,1700
14178,27,1,14,1,450
14179,43,1,12.5,1,NA
14180,37,1,17,1,1400
14180,29,0,17,1,1100
14182,44,1,17,1,5000
14183,44,1,17,1,5500
14184,55,1,17,1,5500
14184,51,0,17,1,440
14185,31,1,12.5,1,1500
14186,31,1,14,1,1800
14187,55,1,14,1,NA
14187,30,0,17,1,NA
14187,27,1,14,1,NA
14187,26,1,17,1,NA
14189,53,0,3.5,1,300
14189,37,1,7,1,40
14191,40,0,9.5,1,600
14192,74,0,7,1,700
14193,54,1,9.5,1,300
14193,21,1,9.5,1,300
14196,67,1,17,1,2400
14197,34,1,17,1,NA
14197,28,0,17,1,1500
14198,39,0,14,1,1000
14199,43,1,17,1,5200
14199,40,0,17,1,3900
14200,25,0,14,1,375
14201,43,1,12.5,1,5250
14203,50,0,17,1,NA
14204,31,1,14,1,1480
14205,58,1,9.5,1,2500
14207,37,0,14,1,2205
14208,33,1,12.5,1,1350
14208,33,0,14,1,1000
14209,60,0,12.5,1,400
14209,33,1,12.5,1,750
14210,32,1,12.5,1,1500
14211,20,1,14,1,400
14211,28,0,14,1,1070
14212,20,1,14,1,1350
14213,64,0,9.5,1,500
14214,44,1,17,1,2000
14214,37,0,14,1,1000
14215,44,1,17,1,1500
14215,38,0,17,1,1100
14216,37,0,17,1,1350
14216,48,1,9.5,1,800
14217,38,0,17,1,900
14217,49,1,9.5,1,600
14218,41,1,12.5,1,1100
14218,43,0,7,1,140
14219,41,1,12.5,1,NA
14220,52,1,12.5,1,5100
14220,44,0,17,1,1350
14221,36,1,14,1,2400
14221,37,0,17,1,NA
14222,42,0,14,1,1300
14223,33,1,14,1,1500
14224,63,1,12.5,1,2000
14225,37,1,9.5,1,2200
14225,34,0,14,1,1350
14226,67,1,17,1,2000
14227,43,0,9.5,1,1000
14228,55,1,12.5,1,2000
14228,53,0,12.5,1,450
14228,24,0,14,1,900
14229,60,0,3.5,1,400
14229,31,0,12.5,1,350
14230,44,1,3.5,1,800
14230,25,1,12.5,1,1040
14230,23,1,12.5,1,200
14230,24,1,9.5,1,200
14231,44,1,7,1,390
14231,25,1,7,1,150
14231,25,1,7,1,60
14231,20,1,9.5,1,200
14232,41,1,17,1,NA
14233,68,0,7,1,400
14234,26,1,3.5,1,280
14235,24,1,3.5,1,220
14235,21,0,3.5,1,760
14235,23,1,9.5,1,400
14236,32,0,12.5,1,350
14237,48,1,3.5,1,1200
14237,28,0,12.5,1,2000
14239,61,0,12.5,1,NA
14239,38,1,9.5,1,NA
14240,64,1,9.5,1,2400
14240,23,1,14,1,720
14240,26,0,14,1,200
14241,44,0,7,1,390
14241,21,0,7,1,140
14243,32,1,17,1,1500
14244,34,1,14,1,1500
14244,35,0,17,1,1300
14245,52,1,7,1,1200
14246,39,1,7,1,1650
14246,27,0,17,1,710
14247,39,1,7,1,1600
14247,37,0,17,1,1700
14248,59,0,17,1,4000
14248,29,1,12.5,1,4000
14248,27,0,12.5,1,1500
14249,44,1,12.5,1,3820
14249,41,0,12.5,1,1850
14250,33,1,12.5,1,3300
14250,41,0,12.5,1,900
14252,53,1,7,1,1000
14252,24,1,14,1,700
14253,27,1,7,1,800
14256,42,1,17,1,1500
14256,39,0,17,1,1600
14257,43,1,17,1,3000
14257,40,0,17,1,1000
14258,30,0,9.5,1,350
14259,31,0,9.5,1,375
14261,33,1,17,1,1300
14261,37,0,17,1,800
14262,48,1,7,1,600
14263,52,1,17,1,4000
14263,46,0,12.5,1,4000
14263,27,1,17,1,3000
14264,44,0,9.5,1,705
14265,31,1,14,1,1800
14267,64,0,17,1,3000
14270,41,1,9.5,1,800
14271,39,1,14,1,2000
14272,35,1,9.5,1,400
14273,50,1,12.5,1,1200
14273,47,0,14,1,1210
14274,50,1,9.5,1,1050
14274,47,0,14,1,1350
14274,18,0,9.5,1,120
14275,31,1,12.5,1,600
14276,31,1,12.5,1,600
14276,29,0,12.5,1,800
14277,30,0,17,1,1900
14281,36,1,7,1,1000
14281,34,0,9.5,1,500
14282,38,1,12.5,1,2300
14282,34,0,9.5,1,700
14283,50,1,7,1,1200
14283,25,1,9.5,1,700
14284,45,1,7,1,900
14286,24,1,7,1,200
14287,24,1,7,1,600
14288,51,0,14,1,NA
14288,28,1,3.5,1,2000
14288,18,0,9.5,1,100
14289,40,1,9.5,1,850
14290,40,1,9.5,1,800
14291,42,1,3.5,1,300
14292,57,1,7,1,400
14293,56,1,12.5,1,450
14295,52,0,17,1,2200
14296,45,0,17,1,1500
14297,38,0,14,1,800
14297,50,0,9.5,1,1400
14299,40,1,12.5,1,NA
14301,60,0,3.5,1,710
14301,33,1,9.5,1,870
14302,32,1,7,1,300
14302,30,0,12.5,1,650
14303,34,1,9.5,1,900
14304,45,1,7,1,2550
14305,59,1,3.5,1,2600
14305,27,0,14,1,350
14305,22,0,9.5,1,900
14305,20,0,9.5,1,250
14306,67,1,17,1,7450
14307,46,1,12.5,1,1850
14308,54,1,7,1,700
14308,49,0,9.5,1,500
14308,27,1,12.5,1,500
14309,55,1,12.5,1,1800
14309,49,0,9.5,1,1200
14309,27,1,14,1,1500
14310,24,1,7,1,220
14310,28,1,7,1,200
14311,24,1,14,1,1400
14312,48,0,17,1,1100
14313,49,0,17,1,1100
14313,66,1,14,1,1000
14314,31,1,14,1,1120
14315,31,1,14,1,1675
14315,35,0,17,1,400
14316,33,1,14,1,1600
14316,26,0,12.5,1,1399
14317,34,1,12.5,1,1800
14317,26,0,12.5,1,1300
14318,21,1,3.5,1,500
14320,33,1,7,1,1200
14321,32,1,12.5,1,1200
14322,46,1,14,1,1000
14323,46,1,17,1,4000
14324,52,0,12.5,1,NA
14324,61,0,12.5,1,NA
14325,56,1,17,1,NA
14325,54,0,17,1,2000
14325,23,1,14,1,NA
14327,44,0,7,1,2200
14328,46,0,7,1,3700
14329,28,1,17,1,1300
14330,34,1,12.5,1,700
14330,36,0,17,1,3530
14331,34,1,12.5,1,1600
14331,36,0,17,1,1800
14332,44,1,17,1,NA
14334,42,1,7,1,1000
14335,36,1,9.5,1,1200
14336,14,1,3.5,1,90
14337,37,1,9.5,1,940
14337,33,0,9.5,1,NA
14339,50,1,17,1,4100
14339,48,0,17,1,9050
14339,22,0,14,1,300
14340,50,1,17,1,NA
14340,48,0,17,1,8790
14340,22,0,14,1,400
14340,20,0,14,1,250
14341,58,1,7,1,NA
14342,37,1,9.5,1,2600
14342,26,0,12.5,1,740
14343,38,1,7,1,1000
14344,63,1,7,1,NA
14344,61,0,7,1,NA
14345,37,1,12.5,1,800
14345,48,0,9.5,1,830
14346,20,1,12.5,1,1600
14347,24,1,9.5,1,NA
14349,49,0,17,1,NA
14350,21,1,12.5,1,690
14352,27,1,9.5,1,1200
14354,45,0,17,1,NA
14354,54,1,17,1,NA
14355,55,0,17,1,1600
14355,46,0,17,1,900
14357,44,1,12.5,1,1600
14358,44,1,12.5,1,1600
14359,43,1,7,1,800
14361,44,1,9.5,1,1000
14362,49,0,17,1,1880
14362,26,1,14,1,500
14362,24,1,12.5,1,500
14363,49,0,17,1,1500
14363,26,1,12.5,1,600
14363,24,1,12.5,1,500
14364,67,1,7,1,400
14364,63,0,7,1,260
14365,68,1,7,1,NA
14366,28,0,9.5,1,500
14367,28,0,9.5,1,500
14368,59,1,7,1,300
14368,23,1,7,1,300
14369,59,1,7,1,600
14369,23,1,7,1,600
14370,60,1,7,1,NA
14370,58,0,7,1,NA
14371,34,1,7,1,2730
14371,35,0,12.5,1,NA
14372,60,1,7,1,1100
14372,58,0,7,1,800
14373,34,1,7,1,2000
14374,25,1,3.5,1,500
14375,25,1,3.5,1,1080
14375,55,1,3.5,1,300
14376,34,1,7,1,300
14376,33,0,7,1,296
14377,33,0,7,1,262
14377,46,0,7,1,120
14378,40,1,12.5,1,600
14379,47,0,12.5,1,NA
14380,54,0,7,1,350
14381,62,1,17,1,6500
14381,24,1,17,1,1300
14382,30,1,9.5,1,500
14382,25,0,14,1,280
14384,38,0,14,1,200
14386,41,1,9.5,1,1200
14386,37,0,17,1,900
14388,55,0,12.5,1,800
14388,28,1,9.5,1,850
14389,51,1,14,1,1200
14389,46,0,12.5,1,50
14390,51,1,14,1,1800
14390,47,0,12.5,1,60
14391,55,0,7,1,1800
14391,30,1,17,1,2000
14391,37,0,12.5,1,1000
14392,45,1,12.5,1,NA
14393,49,1,12.5,1,1300
14394,49,0,7,1,1000
14395,24,1,9.5,1,150
14396,25,1,9.5,1,550
14397,57,0,17,1,2800
14397,53,1,17,1,2620
14398,57,1,7,1,550
14400,34,1,12.5,1,3300
14401,32,1,12.5,1,850
14401,30,0,9.5,1,450
14402,62,1,12.5,1,NA
14403,53,0,14,1,1100
14403,28,1,12.5,1,1400
14403,22,1,12.5,1,900
14404,30,1,7,1,1000
14406,44,1,9.5,1,1000
14406,26,1,12.5,1,1000
14406,46,1,7,1,1000
14407,57,1,9.5,1,800
14408,50,1,7,1,740
14408,53,0,7,1,600
14409,60,1,3.5,1,300
14409,36,1,3.5,1,100
14410,26,1,12.5,1,1500
14410,23,1,14,1,1000
14410,23,1,12.5,1,700
14411,51,1,7,1,950
14411,51,0,12.5,1,1100
14411,23,1,12.5,1,280
14413,23,1,3.5,1,3000
14413,20,0,7,1,200
14414,41,1,12.5,1,700
14414,38,0,12.5,1,300
14415,28,1,9.5,1,1900
14415,27,0,14,1,500
14416,47,1,12.5,1,NA
14417,44,0,14,1,1200
14418,44,0,14,1,1200
14419,46,1,12.5,1,1800
14419,43,0,9.5,1,1200
14420,48,1,12.5,1,1800
14421,41,0,17,1,900
14422,42,0,17,1,2000
14423,61,1,14,1,NA
14423,30,0,9.5,1,1250
14424,62,1,14,1,NA
14424,60,0,14,1,NA
14424,30,0,14,1,1000
14425,71,1,7,1,NA
14427,32,1,12.5,1,2000
14427,30,0,9.5,1,NA
14427,19,0,9.5,1,400
14430,43,0,14,1,690
14431,44,0,14,1,500
14432,46,1,9.5,1,1200
14432,18,1,9.5,1,500
14433,46,1,9.5,1,1600
14434,42,0,7,1,350
14435,42,0,3.5,1,400
14438,44,1,7,1,5500
14438,47,0,12.5,1,2700
14439,45,1,7,1,3800
14439,47,0,12.5,1,1600
14440,26,0,14,1,335
14443,71,1,9.5,1,6400
14443,35,1,14,1,4400
14444,34,1,7,1,900
14444,35,0,7,1,250
14445,67,0,9.5,1,1200
14446,66,1,7,1,1050
14446,28,1,7,1,150
14448,47,1,12.5,1,1200
14449,47,1,12.5,1,1500
14450,28,0,14,1,1000
14451,51,1,7,1,NA
14453,33,1,7,1,450
14453,35,0,7,1,450
14454,61,0,12.5,1,2300
14454,35,1,17,1,NA
14455,43,0,14,1,300
14455,36,1,12.5,1,900
14455,30,0,12.5,1,1100
14456,33,1,9.5,1,1620
14456,32,0,12.5,1,300
14458,26,0,12.5,1,375
14460,36,1,9.5,1,1800
14460,27,0,12.5,1,700
14460,23,0,12.5,1,750
14460,18,0,12.5,1,800
14461,36,1,12.5,1,1000
14462,20,0,12.5,1,600
14462,21,0,12.5,1,820
14463,20,0,9.5,1,620
14464,60,1,3.5,1,600
14464,29,0,12.5,1,150
14464,20,1,9.5,1,450
14465,32,1,7,1,1100
14466,50,1,12.5,1,1300
14467,35,1,17,1,800
14468,35,1,17,1,500
14469,53,0,3.5,1,450
14470,54,0,3.5,1,450
14470,19,0,9.5,1,120
14471,48,0,12.5,1,900
14472,63,1,17,1,200
14472,48,0,14,1,1000
14473,40,1,17,1,1600
14474,40,1,17,1,NA
14475,69,1,3.5,1,NA
14476,52,1,7,1,700
14477,52,1,12.5,1,2000
14477,45,0,7,1,600
14478,48,1,9.5,1,NA
14479,51,1,9.5,1,NA
14480,53,1,9.5,1,NA
14480,32,1,7,1,600
14481,53,1,9.5,1,800
14481,32,1,7,1,600
14482,30,1,7,1,425
14482,25,0,3.5,1,150
14485,48,1,14,1,1900
14485,37,0,14,1,250
14486,48,1,14,1,2100
14486,38,0,14,1,400
14487,53,1,17,1,1500
14488,54,0,17,1,3000
14490,36,1,14,1,1982
14491,55,1,17,1,3500
14491,52,0,17,1,1650
14494,57,0,9.5,1,750
14494,19,0,9.5,1,400
14499,36,1,12.5,1,700
14500,64,1,7,1,2200
14501,37,0,12.5,1,1000
14502,45,0,12.5,1,1000
14504,42,1,12.5,1,450
14505,42,1,12.5,1,450
14506,29,1,12.5,1,1500
14507,73,1,3.5,1,150
14508,74,1,3.5,1,NA
14509,38,0,12.5,1,250
14510,39,0,12.5,1,200
14511,37,1,17,1,NA
14512,40,0,17,1,4100
14513,43,1,12.5,1,1400
14513,56,0,12.5,1,1400
14514,63,1,7,1,1000
14514,63,0,7,1,1200
14515,31,1,14,1,3500
14515,26,0,12.5,1,340
14516,38,1,12.5,1,1000
14516,35,1,7,1,1000
14517,31,1,14,1,1700
14517,33,1,12.5,1,NA
14518,50,1,17,1,NA
14518,50,0,17,1,NA
14519,26,1,7,1,700
14519,17,1,9.5,1,400
14520,63,1,3.5,1,400
14521,63,1,3.5,1,280
14522,54,1,12.5,1,NA
14522,27,1,14,1,NA
14522,20,1,14,1,NA
14523,26,1,7,1,400
14523,32,0,7,1,150
14524,22,1,12.5,1,650
14524,24,0,7,1,400
14525,53,1,9.5,1,1500
14525,26,1,14,1,1500
14526,74,1,7,1,1000
14527,74,1,7,1,1000
14530,56,0,9.5,1,3000
14531,57,1,9.5,1,NA
14532,56,1,17,1,NA
14533,56,1,17,1,NA
14536,30,0,14,1,800
14537,46,1,3.5,1,450
14537,25,0,12.5,1,450
14537,22,1,17,1,900
14537,28,1,12.5,1,450
14537,19,1,17,1,150
14538,56,1,3.5,1,450
14538,26,0,3.5,1,450
14538,21,1,12.5,1,800
14539,39,0,17,1,NA
14540,39,0,17,1,1600
14540,45,1,9.5,1,1300
14542,26,0,14,1,800
14543,57,1,12.5,1,2000
14543,59,0,17,1,1500
14543,27,1,12.5,1,1000
14544,31,1,9.5,1,500
14545,31,1,17,1,3000
14546,43,0,17,1,3500
14547,53,1,3.5,1,NA
14547,48,0,17,1,NA
14548,53,1,9.5,1,NA
14549,46,1,17,1,4000
14550,46,1,17,1,4500
14552,45,0,17,1,1200
14553,41,0,9.5,1,300
14553,43,1,9.5,1,500
14554,42,1,12.5,1,2300
14554,42,0,17,1,2000
14555,39,0,9.5,1,NA
14555,48,1,9.5,1,200
14556,47,0,17,1,1300
14557,31,1,7,1,750
14558,23,0,3.5,1,250
14558,34,1,9.5,1,240
14559,42,1,12.5,1,NA
14559,27,0,12.5,1,NA
14560,42,0,7,1,165
14560,19,1,9.5,1,160
14561,53,1,3.5,1,100
14562,42,1,9.5,1,1200
14563,59,1,7,1,1800
14563,51,0,17,1,2600
14568,42,0,14,1,1100
14569,42,0,14,1,1200
14569,46,1,12.5,1,1000
14572,51,0,12.5,1,1580
14573,51,0,14,1,1300
14577,53,1,14,1,1000
14577,48,0,14,1,600
14578,53,1,14,1,NA
14578,48,0,14,1,600
14583,34,1,17,1,800
14584,59,1,3.5,1,400
14584,49,0,3.5,1,215
14584,27,1,3.5,1,200
14584,21,1,3.5,1,150
14585,59,1,7,1,350
14587,45,1,7,1,250
14587,43,0,7,1,190
14587,23,1,12.5,1,500
14587,22,0,14,1,200
14588,25,0,17,1,NA
14588,29,1,12.5,1,NA
14589,54,0,17,1,1200
14591,30,1,7,1,500
14593,29,1,7,1,300
14594,28,0,14,1,1425
14595,53,1,3.5,1,1180
14595,46,0,17,1,640
14595,22,0,17,1,630
14596,53,1,3.5,1,1000
14596,46,0,17,1,750
14596,22,0,17,1,507
14597,34,0,14,1,500
14598,37,1,14,1,1350
14598,35,0,17,1,1300
14599,46,1,14,1,NA
14600,45,1,3.5,1,250
14600,20,1,7,1,150
14601,66,1,17,1,1000
14602,59,0,9.5,1,600
14603,60,1,9.5,1,400
14603,51,1,12.5,1,407
14604,36,0,14,1,2000
14605,62,1,7,1,900
14605,50,0,12.5,1,900
14606,48,1,9.5,1,150
14607,39,1,12.5,1,1550
14608,46,1,14,1,NA
14609,56,1,7,1,700
14610,55,1,12.5,1,NA
14610,31,0,17,1,1800
14610,32,1,14,1,1000
14611,53,0,17,1,1000
14612,55,1,17,1,1700
14612,49,0,12.5,1,300
14614,49,1,12.5,1,350
14614,39,0,12.5,1,150
14616,41,1,7,1,1000
14617,51,1,12.5,1,NA
14617,50,0,7,1,NA
14617,25,1,12.5,1,1200
14617,26,0,17,1,1300
14618,37,1,7,1,700
14619,42,1,7,1,3850
14619,21,1,12.5,1,2120
14621,39,1,9.5,1,2500
14621,39,0,17,1,3375
14622,30,0,12.5,1,3800
14625,49,1,12.5,1,2660
14625,47,0,7,1,700
14626,49,1,9.5,1,2000
14627,40,0,17,1,1350
14628,41,0,14,1,1260
14628,53,1,9.5,1,200
14629,53,1,17,1,7240
14630,52,1,17,1,NA
14631,68,1,7,1,850
14631,27,1,14,1,800
14631,26,1,14,1,350
14631,25,1,12.5,1,280
14632,28,1,12.5,1,500
14632,25,1,9.5,1,300
14633,35,0,3.5,1,250
14633,22,1,3.5,1,100
14634,35,0,3.5,1,150
14634,19,1,3.5,1,160
14635,47,1,12.5,1,3450
14636,46,1,17,1,1500
14636,44,0,17,1,NA
14637,43,1,9.5,1,1400
14638,50,0,12.5,1,900
14638,20,1,12.5,1,3250
14638,27,0,12.5,1,1400
14640,45,1,7,1,500
14640,37,0,7,1,700
14641,61,1,9.5,1,1500
14641,28,1,14,1,1200
14641,26,1,14,1,1000
14641,22,1,12.5,1,600
14641,24,0,14,1,1800
14642,46,1,14,1,NA
14642,43,0,17,1,NA
14643,40,0,7,1,150
14644,42,1,7,1,800
14644,20,1,9.5,1,480
14645,21,1,12.5,1,940
14647,49,0,12.5,1,1500
14648,49,1,3.5,1,1840
14649,57,1,9.5,1,600
14650,48,1,9.5,1,350
14651,25,1,12.5,1,900
14651,52,0,12.5,1,NA
14651,52,1,12.5,1,NA
14652,25,1,9.5,1,600
14652,52,0,17,1,NA
14652,30,1,14,1,NA
14653,50,0,9.5,1,1500
14655,49,1,12.5,1,3000
14656,49,1,12.5,1,2000
14657,40,1,12.5,1,3000
14657,30,0,12.5,1,1700
14658,40,1,12.5,1,2000
14658,30,0,12.5,1,1800
14659,53,1,7,1,2150
14660,53,1,7,1,1600
14661,58,0,12.5,1,1000
14662,58,0,12.5,1,1500
14663,59,0,12.5,1,NA
14663,20,0,14,1,500
14663,37,0,12.5,1,2000
14664,60,0,17,1,NA
14664,37,0,12.5,1,NA
14665,39,0,12.5,1,100
14666,50,1,7,1,1000
14666,20,1,9.5,1,520
14666,19,1,9.5,1,600
14669,29,1,17,1,5000
14670,65,1,12.5,1,1000
14670,31,0,17,1,1000
14671,65,1,12.5,1,1800
14671,31,0,17,1,1500
14672,23,0,12.5,1,80
14672,24,1,12.5,1,800
14673,23,0,12.5,1,250
14673,24,1,12.5,1,800
14677,40,0,12.5,1,850
14677,42,1,12.5,1,1000
14679,25,1,7,1,900
14680,26,1,7,1,960
14681,40,0,7,1,200
14681,46,1,7,1,700
14682,40,0,7,1,200
14682,50,1,7,1,1000
14683,36,0,17,1,700
14683,31,0,14,1,90
14684,36,0,14,1,351
14684,32,1,12.5,1,200
14686,43,1,17,1,42700
14686,22,1,9.5,1,1100
14687,44,1,17,1,7000
14687,22,1,7,1,1100
14688,61,0,12.5,1,3000
14689,60,1,12.5,1,1000
14690,38,1,14,1,4880
14690,39,0,17,1,NA
14691,66,1,12.5,1,NA
14694,52,0,12.5,1,500
14694,21,1,9.5,1,1500
14695,42,1,17,1,1000
14695,33,0,9.5,1,150
14696,42,1,17,1,1000
14696,34,0,17,1,400
14697,48,1,3.5,1,1300
14698,49,0,9.5,1,NA
14698,28,0,12.5,1,NA
14699,38,0,17,1,740
14699,35,1,9.5,1,850
14700,38,0,17,1,650
14700,35,1,9.5,1,1000
14701,41,0,17,1,100
14702,41,0,17,1,20
14703,20,1,9.5,1,580
14704,43,1,3.5,1,400
14705,44,1,7,1,400
14706,22,0,14,1,800
14707,60,1,7,1,20
14707,29,0,12.5,1,1100
14708,41,0,7,1,1400
14711,43,0,17,1,1500
14711,53,1,17,1,1800
14712,31,1,17,1,2040
14712,20,1,12.5,1,NA
14715,32,1,12.5,1,400
14715,51,1,7,1,2000
14715,51,0,7,1,400
14715,27,1,14,1,500
14716,56,0,12.5,1,600
14716,20,0,12.5,1,150
14717,38,1,7,1,150
14717,23,1,9.5,1,250
14718,30,1,14,1,2250
14718,27,0,12.5,1,NA
14719,30,1,14,1,1000
14719,27,0,12.5,1,900
14720,27,1,12.5,1,NA
14720,26,0,12.5,1,NA
14721,43,1,14,1,3200
14721,42,0,14,1,100
14722,31,0,17,1,NA
14723,37,0,17,1,750
14724,71,1,7,1,NA
14725,71,1,3.5,1,1300
14726,56,1,7,1,NA
14726,41,0,7,1,NA
14727,56,1,7,1,NA
14727,41,0,7,1,NA
14728,27,0,12.5,1,800
14728,36,1,12.5,1,1000
14729,30,0,14,1,1100
14729,28,0,12.5,1,600
14729,34,1,12.5,1,900
14730,38,0,7,1,470
14730,23,1,12.5,1,400
14731,19,1,9.5,1,400
14732,55,1,12.5,1,1000
14735,37,1,17,1,NA
14736,30,0,7,1,650
14737,37,1,7,1,500
14738,63,0,12.5,1,950
14740,64,1,14,1,2400
14740,51,0,14,1,2100
14741,25,1,7,1,450
14741,21,1,7,1,350
14741,23,1,7,1,300
14742,70,1,3.5,1,680
14743,60,1,17,1,1600
14743,51,0,17,1,450
14744,47,0,12.5,1,1200
14746,56,1,7,1,1800
14747,38,1,17,1,NA
14747,35,0,17,1,NA
14748,42,1,9.5,1,700
14750,64,0,9.5,1,NA
14751,57,1,9.5,1,2000
14752,62,1,9.5,1,1500
14754,62,1,14,1,30
14756,30,1,7,1,600
14756,27,0,9.5,1,150
14757,65,1,7,1,500
14758,29,1,7,1,200
14759,29,0,3.5,1,100
14759,28,1,7,1,350
14759,26,1,7,1,300
14759,21,1,7,1,350
14760,37,1,14,1,6000
14761,37,1,7,1,1050
14761,39,0,7,1,1800
14762,37,1,17,1,NA
14762,33,0,14,1,700
14763,30,1,12.5,1,3000
14763,30,1,14,1,1500
