"id","age","male","eduyears","employed","income"
5827,43,0,12.5,1,950
5828,47,1,17,1,1500
5828,43,0,12.5,1,600
5828,24,1,12.5,1,600
5831,41,1,17,1,NA
5831,43,0,9.5,1,1100
5832,41,1,17,1,1800
5832,43,0,9.5,1,1200
5834,74,1,7,1,100
5837,40,1,9.5,1,600
5837,42,0,7,1,500
5838,41,1,7,1,596
5838,43,0,7,1,500
5841,31,1,14,1,4000
5842,54,0,12.5,1,1600
5843,34,1,17,1,2500
5843,35,0,12.5,1,2000
5845,26,1,17,1,1800
5846,32,1,9.5,1,900
5847,56,1,17,1,800
5847,42,0,17,1,700
5848,48,1,12.5,1,1200
5848,46,0,12.5,1,1050
5849,76,0,3.5,1,NA
5850,53,0,12.5,1,1180
5850,20,0,12.5,1,750
5850,32,0,12.5,1,650
5852,54,1,7,1,250
5852,30,1,14,1,450
5852,22,0,14,1,450
5852,20,1,14,1,450
5853,37,1,12.5,1,1000
5853,35,0,7,1,300
5854,26,1,7,1,1200
5856,63,1,14,1,1235
5856,62,0,7,1,1243
5856,24,0,14,1,500
5857,53,1,9.5,1,600
5857,42,1,7,1,600
5859,54,1,12.5,1,1200
5860,25,1,17,1,1200
5861,26,1,12.5,1,1500
5864,32,0,3.5,1,1100
5865,42,0,3.5,1,300
5865,39,1,3.5,1,400
5867,25,1,9.5,1,870
5868,51,1,17,1,4450
5869,36,1,17,1,NA
5869,35,0,17,1,NA
5870,36,1,17,1,NA
5870,35,0,17,1,2000
5872,65,1,9.5,1,2350
5873,65,1,9.5,1,4800
5873,61,0,9.5,1,800
5876,52,1,12.5,1,NA
5876,50,0,17,1,1000
5876,25,1,14,1,NA
5876,24,0,12.5,1,NA
5877,52,1,17,1,NA
5877,50,0,17,1,1000
5877,27,1,14,1,NA
5877,25,0,12.5,1,NA
5879,65,1,7,1,1140
5879,28,1,12.5,1,1700
5879,25,0,14,1,800
5880,65,1,7,1,800
5880,28,1,12.5,1,1000
5880,26,0,14,1,600
5881,52,1,7,1,1200
5881,23,0,7,1,500
5882,26,1,7,1,600
5883,42,1,9.5,1,250
5883,39,0,9.5,1,250
5884,30,1,12.5,1,1900
5884,60,1,3.5,1,1900
5885,71,1,3.5,1,282
5885,65,0,3.5,1,170
5886,65,0,3.5,1,150
5887,34,1,17,1,2050
5888,34,1,17,1,1484
5892,43,1,17,1,2900
5892,44,0,17,1,2780
5893,56,0,7,1,800
5894,54,1,7,1,150
5894,28,1,12.5,1,200
5895,50,1,9.5,1,800
5895,29,1,12.5,1,900
5896,53,1,17,1,2700
5897,54,1,17,1,1860
5898,61,1,12.5,1,NA
5899,34,1,17,1,1300
5900,50,0,3.5,1,NA
5900,28,0,7,1,350
5900,26,1,7,1,390
5901,44,1,12.5,1,2180
5901,39,0,12.5,1,600
5902,29,1,14,1,870
5903,34,1,12.5,1,600
5904,60,1,7,1,NA
5905,60,1,7,1,300
5905,28,0,3.5,1,300
5906,40,1,12.5,1,600
5907,63,1,7,1,NA
5908,57,1,9.5,1,NA
5909,31,1,7,1,600
5910,50,1,12.5,1,1350
5910,50,0,12.5,1,500
5910,21,1,12.5,1,3900
5911,50,1,12.5,1,NA
5912,38,1,12.5,1,800
5914,45,1,12.5,1,2000
5914,42,0,17,1,1200
5915,33,1,12.5,1,1880
5915,30,0,12.5,1,930
5916,60,1,3.5,1,11270
5916,26,1,14,1,1500
5918,61,1,7,1,750
5918,54,0,12.5,1,1470
5918,27,1,12.5,1,800
5922,42,1,3.5,1,580
5923,42,0,17,1,1069
5924,40,1,7,1,400
5925,42,0,9.5,1,1000
5926,37,1,12.5,1,1060
5926,34,0,12.5,1,350
5927,52,1,14,1,2000
5927,50,0,12.5,1,200
5928,46,1,7,1,800
5928,21,1,7,1,500
5931,29,0,17,1,1400
5932,39,1,14,1,2500
5932,40,0,17,1,3000
5933,50,0,7,1,600
5934,43,1,12.5,1,2000
5934,51,0,7,1,600
5935,45,1,12.5,1,2000
5935,44,0,17,1,2000
5936,40,1,17,1,2200
5936,33,0,17,1,2000
5938,67,1,7,1,400
5938,27,1,7,1,1100
5938,20,1,9.5,1,350
5939,25,1,14,1,1500
5940,25,1,14,1,1000
5940,21,1,14,1,1000
5941,33,1,14,1,NA
5941,33,0,9.5,1,NA
5942,34,1,12.5,1,2300
5942,34,0,9.5,1,600
5943,57,1,12.5,1,1700
5943,35,0,12.5,1,1000
5944,37,0,7,1,600
5944,20,0,9.5,1,200
5945,21,0,7,1,200
5948,73,1,3.5,1,100
5949,73,1,3.5,1,450
5950,77,1,3.5,1,1200
5951,77,1,3.5,1,700
5952,58,1,12.5,1,NA
5953,25,1,9.5,1,800
5954,51,1,7,1,NA
5954,55,0,7,1,NA
5954,25,1,12.5,1,1200
5954,22,1,14,1,NA
5954,50,1,7,1,NA
5955,52,1,12.5,1,1000
5955,46,0,17,1,900
5955,22,0,12.5,1,950
5956,32,1,17,1,1200
5956,27,1,12.5,1,NA
5956,31,0,12.5,1,2800
5956,34,1,17,1,3800
5957,62,0,12.5,1,NA
5958,65,1,12.5,1,NA
5958,33,1,12.5,1,NA
5959,40,0,12.5,1,NA
5960,53,0,12.5,1,1500
5960,56,1,12.5,1,1800
5961,47,1,17,1,850
5962,29,1,7,1,NA
5962,25,0,12.5,1,300
5963,35,1,12.5,1,NA
5963,31,0,17,1,NA
5964,30,1,14,1,750
5964,26,0,14,1,680
5966,34,1,9.5,1,580
5966,41,0,9.5,1,800
5968,41,0,9.5,1,1197
5969,30,1,14,1,NA
5970,56,0,7,1,NA
5971,56,0,7,1,NA
5972,63,0,9.5,1,NA
5973,38,1,7,1,800
5974,39,1,7,1,600
5977,43,1,17,1,2500
5977,33,0,17,1,2500
5978,46,1,17,1,NA
5979,64,1,12.5,1,240
5979,32,0,14,1,155
5979,42,1,12.5,1,440
5980,63,1,17,1,400
5980,32,0,14,1,60
5981,45,1,9.5,1,500
5981,41,0,12.5,1,550
5982,45,1,9.5,1,650
5982,42,0,12.5,1,600
5983,35,1,17,1,NA
5983,36,0,17,1,1400
5984,35,1,17,1,1500
5984,36,0,17,1,1250
5985,56,0,17,1,1125
5985,34,0,17,1,1500
5986,62,0,12.5,1,NA
5986,29,1,12.5,1,700
5987,61,0,12.5,1,1400
5987,29,1,7,1,1000
5988,63,0,12.5,1,900
5989,63,0,12.5,1,1000
5990,20,1,9.5,1,200
5991,56,0,7,1,320
5991,21,1,14,1,550
5991,20,1,12.5,1,NA
5993,50,0,7,1,1000
5994,48,1,9.5,1,NA
5995,49,1,9.5,1,NA
5996,27,0,14,1,300
5997,27,0,14,1,290
5998,56,1,9.5,1,1400
5998,21,1,9.5,1,1500
5998,18,1,7,1,300
5999,56,1,7,1,1590
5999,20,1,9.5,1,1700
5999,18,1,7,1,1550
6000,43,1,9.5,1,900
6001,44,1,9.5,1,560
6002,63,1,7,1,800
6002,34,1,7,1,1000
6002,23,1,12.5,1,500
6005,48,0,17,1,1950
6007,83,1,12.5,1,1360
6008,27,1,14,1,200
6008,52,0,12.5,1,525
6011,28,1,17,1,800
6012,45,0,12.5,1,1500
6013,45,0,12.5,1,1100
6014,52,1,14,1,2000
6015,52,1,12.5,1,2500
6018,27,1,9.5,1,350
6019,27,1,9.5,1,800
6020,58,1,12.5,1,2300
6021,58,0,14,1,200
6022,69,1,14,1,NA
6022,64,0,9.5,1,2370
6023,36,1,12.5,1,2000
6023,29,0,9.5,1,2000
6024,65,1,9.5,1,525
6025,30,1,9.5,1,800
6026,66,1,7,1,640
6027,32,1,7,1,634
6028,50,0,3.5,1,NA
6028,33,1,12.5,1,900
6029,50,0,3.5,1,360
6029,34,1,12.5,1,800
6029,26,1,9.5,1,800
6031,38,1,7,1,500
6031,32,0,3.5,1,750
6031,24,0,12.5,1,750
6033,34,1,7,1,800
6033,28,0,7,1,879
6034,49,1,7,1,900
6034,44,0,7,1,900
6035,49,1,7,1,900
6035,39,0,7,1,900
6037,39,0,14,1,2000
6038,38,1,17,1,1800
6039,51,1,7,1,500
6039,50,0,7,1,200
6040,51,1,12.5,1,2000
6040,51,0,17,1,900
6041,46,1,17,1,1780
6041,50,0,17,1,1580
6042,34,1,17,1,1000
6042,28,0,17,1,NA
6044,53,1,14,1,7700
6045,53,1,14,1,5900
6047,29,1,9.5,1,1000
6047,32,0,12.5,1,800
6049,22,1,12.5,1,NA
6051,41,1,12.5,1,500
6051,46,0,12.5,1,150
6051,19,1,9.5,1,900
6052,47,1,12.5,1,2320
6053,57,0,7,1,800
6053,29,1,12.5,1,1000
6054,57,0,7,1,1700
6054,29,1,12.5,1,1200
6055,25,1,9.5,1,NA
6055,22,0,12.5,1,400
6055,20,1,9.5,1,NA
6057,56,1,7,1,220
6057,27,1,12.5,1,150
6057,25,0,12.5,1,400
6057,24,1,12.5,1,NA
6057,18,0,9.5,1,40
6061,41,1,17,1,3750
6061,37,0,17,1,3300
6062,40,1,17,1,2500
6062,38,0,17,1,2500
6063,34,1,9.5,1,1400
6063,77,0,7,1,700
6064,34,1,9.5,1,1000
6064,50,0,7,1,NA
6065,52,1,17,1,1400
6065,23,0,12.5,1,1600
6066,53,1,12.5,1,1200
6066,23,0,12.5,1,1220
6067,39,1,12.5,1,2000
6067,38,0,14,1,2500
6068,41,1,7,1,NA
6069,31,1,7,1,500
6069,19,1,9.5,1,600
6070,40,1,9.5,1,2480
6071,40,1,7,1,NA
6072,50,0,7,1,30
6072,27,1,12.5,1,800
6072,25,0,7,1,240
6073,50,0,7,1,400
6073,27,1,12.5,1,1200
6073,25,0,9.5,1,500
6074,46,1,7,1,800
6074,43,0,9.5,1,300
6075,46,1,7,1,1200
6075,43,0,17,1,400
6076,68,0,3.5,1,150
6076,32,0,9.5,1,500
6077,51,0,9.5,1,150
6078,51,0,9.5,1,350
6079,22,1,14,1,650
6080,35,0,7,1,700
6081,24,1,17,1,2000
6082,24,1,17,1,2000
6085,55,1,7,1,800
6085,55,0,9.5,1,900
6085,20,0,12.5,1,300
6086,65,1,9.5,1,2000
6087,52,1,12.5,1,1800
6087,22,0,12.5,1,210
6087,26,0,12.5,1,NA
6088,40,1,12.5,1,1376
6088,37,0,12.5,1,1700
6089,70,0,3.5,1,765
6091,37,1,7,1,900
6093,29,1,14,1,905
6094,51,1,12.5,1,1000
6094,25,1,12.5,1,NA
6097,45,1,7,1,700
6098,22,1,9.5,1,600
6099,54,0,7,1,240
6099,26,1,9.5,1,400
6099,26,1,9.5,1,400
6100,28,0,7,1,230
6101,88,1,7,1,NA
6102,52,1,12.5,1,1000
6102,26,1,9.5,1,1200
6102,21,1,12.5,1,1100
6103,53,1,9.5,1,750
6103,51,0,17,1,400
6103,26,1,9.5,1,1000
6103,21,1,12.5,1,1100
6104,42,1,9.5,1,NA
6104,41,0,12.5,1,500
6105,37,1,7,1,450
6107,26,1,12.5,1,200
6107,25,0,3.5,1,170
6109,28,1,9.5,1,800
6110,37,0,17,1,1800
6110,39,1,17,1,3550
6111,51,1,17,1,NA
6112,31,1,17,1,760
6113,48,0,17,1,1800
6114,55,1,17,1,NA
6114,25,0,17,1,1000
6114,20,0,12.5,1,320
6115,55,1,17,1,NA
6115,25,0,17,1,1000
6115,20,0,12.5,1,350
6116,47,1,12.5,1,NA
6116,46,0,17,1,3500
6117,26,1,14,1,1920
6117,24,0,14,1,990
6119,65,1,7,1,1000
6119,57,0,12.5,1,1000
6120,65,1,12.5,1,1000
6120,57,0,12.5,1,1000
6121,36,1,12.5,1,2100
6121,34,0,17,1,1350
6122,37,1,12.5,1,1400
6122,34,0,17,1,890
6123,44,1,12.5,1,2960
6123,37,0,14,1,3750
6123,27,0,12.5,1,1250
6124,44,1,12.5,1,2600
6124,36,0,14,1,2700
6125,40,1,12.5,1,4300
6126,40,1,17,1,2600
6127,50,1,9.5,1,800
6127,55,0,9.5,1,450
6127,18,1,9.5,1,70
6130,38,1,12.5,1,500
6130,36,0,12.5,1,450
6131,39,1,12.5,1,600
6131,37,0,12.5,1,450
6133,23,1,12.5,1,NA
6135,52,1,17,1,480
6138,26,1,17,1,2550
6139,26,1,17,1,1900
6142,51,1,7,1,600
6143,51,1,9.5,1,700
6144,29,0,14,1,300
6144,36,1,12.5,1,900
6145,35,1,9.5,1,800
6146,31,0,9.5,1,165
6147,31,0,9.5,1,350
6148,41,1,3.5,1,600
6148,38,0,3.5,1,150
6149,41,1,3.5,1,300
6150,48,1,17,1,1600
6150,45,0,17,1,1200
6152,35,1,9.5,1,1300
6152,28,0,9.5,1,1000
6153,71,1,7,1,500
6153,64,0,7,1,500
6154,37,1,7,1,1225
6156,40,1,17,1,2000
6156,40,0,17,1,1000
6157,39,1,12.5,1,1100
6163,30,1,9.5,1,1710
6163,31,0,9.5,1,1800
6165,45,0,12.5,1,600
6165,23,0,12.5,1,400
6165,22,0,12.5,1,300
6168,56,0,3.5,1,230
6170,60,1,7,1,1150
6170,32,0,17,1,800
6171,60,1,3.5,1,1600
6171,32,0,17,1,1000
6173,50,1,17,1,NA
6174,33,1,12.5,1,700
6174,40,0,12.5,1,1000
6176,42,1,12.5,1,1460
6177,66,1,9.5,1,1300
6179,27,1,14,1,1300
6182,34,1,14,1,150
6182,30,0,9.5,1,100
6183,54,1,17,1,NA
6183,51,0,17,1,NA
6186,36,1,7,1,650
6187,33,1,12.5,1,1000
6188,57,1,7,1,200
6188,63,0,7,1,350
6189,57,1,3.5,1,350
6189,63,0,7,1,200
6190,50,1,3.5,1,600
6190,42,0,7,1,710
6190,21,1,9.5,1,200
6191,44,1,14,1,1400
6195,34,1,17,1,850
6195,34,0,17,1,900
6196,35,1,17,1,800
6196,34,0,17,1,1200
6199,48,0,7,1,3000
6199,28,1,7,1,300
6200,48,0,7,1,2000
6200,28,1,7,1,450
6203,18,1,7,1,1050
6204,19,1,7,1,1400
6207,50,1,14,1,6000
6207,49,0,17,1,1000
6208,49,1,14,1,5000
6208,49,0,17,1,2000
6209,23,1,14,1,1300
6210,48,1,17,1,1730
6210,46,0,17,1,2546
6211,43,0,9.5,1,2200
6212,43,1,12.5,1,2860
6214,56,1,12.5,1,NA
6214,22,0,14,1,NA
6215,56,1,12.5,1,NA
6215,22,0,14,1,NA
6216,50,0,9.5,1,3000
6217,37,0,12.5,1,1470
6217,20,0,12.5,1,400
6219,47,1,9.5,1,1500
6219,24,0,14,1,700
6219,21,1,14,1,700
6220,50,0,12.5,1,940
6220,22,1,9.5,1,700
6220,26,0,14,1,980
6222,39,0,14,1,850
6223,58,1,3.5,1,2000
6223,28,0,3.5,1,300
6223,19,1,12.5,1,600
6224,34,1,12.5,1,350
6225,44,1,3.5,1,700
6226,45,1,17,1,5000
6226,42,0,17,1,1800
6228,34,1,12.5,1,2200
6228,29,0,12.5,1,600
6230,30,1,9.5,1,1200
6231,53,1,12.5,1,1200
6231,41,0,12.5,1,1300
6231,18,0,9.5,1,350
6232,30,1,12.5,1,NA
6233,82,1,7,1,1300
6235,56,1,7,1,600
6235,24,1,17,1,300
6236,56,1,7,1,1000
6236,23,1,17,1,120
6237,37,1,7,1,1100
6238,37,1,7,1,1280
6239,25,1,12.5,1,700
6239,26,0,12.5,1,NA
6240,25,1,12.5,1,700
6240,50,1,7,1,1000
6241,59,0,3.5,1,NA
6244,69,1,3.5,1,NA
6245,68,1,3.5,1,NA
6246,35,0,7,1,1300
6247,28,1,12.5,1,900
6247,27,0,12.5,1,700
6248,29,1,12.5,1,950
6248,28,0,12.5,1,1200
6250,56,1,7,1,590
6251,55,1,7,1,800
6252,48,1,3.5,1,600
6256,54,0,17,1,3400
6257,46,0,17,1,1800
6258,55,0,17,1,NA
6258,29,1,14,1,800
6259,48,1,9.5,1,NA
6260,49,1,9.5,1,1200
6264,81,1,3.5,1,2500
6265,81,1,7,1,1500
6266,47,0,9.5,1,375
6266,27,1,7,1,420
6266,24,0,9.5,1,294
6267,45,1,7,1,2800
6267,19,1,9.5,1,480
6269,51,1,12.5,1,1500
6269,53,0,12.5,1,800
6269,64,0,12.5,1,400
6270,51,1,12.5,1,1800
6270,53,0,12.5,1,900
6272,19,1,7,1,900
6272,17,1,3.5,1,300
6272,15,1,3.5,1,400
6273,31,1,3.5,1,500
6273,27,0,3.5,1,430
6274,32,1,7,1,750
6274,27,0,7,1,750
6275,25,0,14,1,1000
6276,24,1,17,1,NA
6276,58,0,17,1,NA
6277,29,1,14,1,1700
6278,65,1,17,1,NA
6279,26,0,9.5,1,1500
6280,41,1,9.5,1,2100
6280,37,0,9.5,1,600
6282,58,1,12.5,1,1400
6282,30,1,12.5,1,1000
6283,57,1,9.5,1,500
6283,55,0,9.5,1,730
6283,27,1,9.5,1,700
6283,25,0,12.5,1,200
6284,55,1,7,1,600
6284,58,0,12.5,1,700
6285,27,1,12.5,1,840
6285,36,0,14,1,150
6286,53,1,9.5,1,2500
6286,48,0,17,1,7700
6288,54,0,3.5,1,450
6288,29,0,7,1,200
6288,40,1,3.5,1,250
6288,31,0,7,1,700
6289,62,0,12.5,1,850
6291,42,1,7,1,950
6292,34,1,17,1,3330
6293,35,1,17,1,5000
6294,47,1,9.5,1,1800
6296,52,0,9.5,1,610
6296,28,0,12.5,1,1070
6297,53,0,7,1,NA
6297,55,1,7,1,NA
6297,21,1,9.5,1,600
6298,33,1,17,1,1600
6298,32,0,17,1,1500
6299,33,1,17,1,2610
6299,32,0,17,1,1810
6300,63,0,9.5,1,300
6301,63,0,9.5,1,300
6302,23,1,12.5,1,1630
6303,24,1,9.5,1,2600
6303,21,1,9.5,1,800
6303,19,0,9.5,1,600
6306,26,1,7,1,3600
6307,27,1,9.5,1,2300
6308,38,0,7,1,370
6308,18,1,7,1,100
6309,37,0,7,1,400
6309,19,1,9.5,1,700
6310,26,1,3.5,1,800
6311,27,1,7,1,800
6312,44,1,3.5,1,150
6312,40,0,7,1,400
6312,17,1,7,1,140
6312,16,1,7,1,140
6313,40,0,7,1,NA
6314,55,0,17,1,NA
6314,30,1,17,1,450
6315,51,1,14,1,5000
6315,40,0,17,1,NA
6316,22,0,14,1,850
6317,71,0,7,1,670
6318,70,1,3.5,1,470
6319,60,1,17,1,3000
6320,44,0,17,1,900
6322,52,1,17,1,2600
6322,50,0,17,1,1600
6322,27,0,17,1,1700
6324,80,1,17,1,1250
6325,28,1,7,1,500
6327,39,1,9.5,1,NA
6328,57,1,17,1,3000
6329,43,0,7,1,700
6329,22,1,12.5,1,400
6330,43,1,7,1,500
6330,37,0,7,1,600
6331,40,1,14,1,NA
6331,36,0,14,1,350
6332,42,1,12.5,1,NA
6333,44,1,7,1,600
6334,31,1,9.5,1,400
6335,52,1,7,1,550
6336,30,1,17,1,3100
6336,29,1,9.5,1,2082
6338,49,1,14,1,NA
6338,51,0,17,1,NA
6341,34,1,7,1,NA
6342,35,1,7,1,500
6346,46,0,12.5,1,1350
6346,41,0,12.5,1,1200
6347,46,0,12.5,1,1390
6347,41,1,12.5,1,1100
6348,48,1,12.5,1,1200
6349,75,0,7,1,870
6349,48,1,12.5,1,2000
6350,45,1,7,1,NA
6351,45,1,7,1,1300
6352,41,0,17,1,1300
6352,21,1,12.5,1,1000
6353,35,0,14,1,605
6356,53,1,7,1,2200
6357,53,1,7,1,1400
6358,39,1,3.5,1,300
6358,20,1,7,1,200
6359,25,1,12.5,1,1000
6360,62,1,7,1,400
6360,39,1,7,1,300
6361,49,1,9.5,1,500
6362,20,1,9.5,1,900
6363,49,1,7,1,800
6363,24,0,9.5,1,200
6364,22,1,9.5,1,800
6365,57,1,17,1,9000
6365,48,0,17,1,2450
6366,31,0,12.5,1,500
6367,31,1,17,1,300
6368,31,1,12.5,1,2600
6368,31,0,17,1,2120
6369,36,0,14,1,860
6369,42,1,14,1,1680
6370,44,1,14,1,1275
6371,36,1,9.5,1,1500
6372,41,1,7,1,320
6372,31,0,14,1,350
6373,42,1,7,1,378
6373,31,0,14,1,450
6374,54,0,17,1,1300
6374,26,1,17,1,1000
6374,22,1,14,1,1000
6375,31,1,7,1,620
6376,31,1,9.5,1,640
6377,28,0,14,1,200
6377,28,0,17,1,300
6377,27,1,14,1,300
6377,22,1,14,1,360
6377,28,0,14,1,100
6378,56,1,9.5,1,800
6378,48,0,3.5,1,870
6379,43,1,12.5,1,2600
6379,41,0,12.5,1,1000
6380,63,1,12.5,1,1575
6381,42,0,12.5,1,1500
6382,43,1,14,1,850
6382,45,0,12.5,1,550
6385,52,1,12.5,1,3000
6385,48,0,17,1,1500
6386,52,1,12.5,1,NA
6386,49,0,17,1,6000
6387,68,1,12.5,1,NA
6388,68,1,12.5,1,600
6389,42,0,7,1,1000
6391,50,1,12.5,1,1300
6391,50,0,12.5,1,900
6392,53,1,9.5,1,900
6393,53,1,9.5,1,1200
6394,43,1,12.5,1,2000
6394,41,0,9.5,1,2000
6395,43,1,17,1,500
6395,41,0,17,1,900
6396,55,1,14,1,1200
6397,24,0,9.5,1,30
6399,61,1,3.5,1,1250
6400,61,1,7,1,1270
6401,41,0,14,1,NA
6404,54,1,17,1,8000
6404,50,0,12.5,1,800
6405,53,1,9.5,1,500
6405,43,0,9.5,1,500
6406,37,1,17,1,NA
6409,45,0,9.5,1,16000
6410,43,1,9.5,1,1020
6410,41,0,7,1,200
6410,23,1,12.5,1,750
6410,18,1,9.5,1,300
6411,34,0,12.5,1,100
6412,37,1,17,1,1500
6413,39,0,12.5,1,150
6413,46,1,9.5,1,1545
6413,21,1,12.5,1,750
6414,57,1,7,1,1200
6414,25,1,14,1,788
6414,24,1,14,1,1200
6415,35,1,7,1,2400
6417,37,1,9.5,1,2190
6418,36,1,12.5,1,250
6418,24,0,12.5,1,900
6419,44,1,12.5,1,746
6419,42,0,7,1,450
6420,53,0,9.5,1,1500
6421,44,0,9.5,1,500
6422,50,1,12.5,1,NA
6424,48,1,3.5,1,1500
6424,35,0,7,1,700
6425,63,1,9.5,1,3000
6425,34,0,17,1,800
6425,31,0,17,1,800
6426,34,0,17,1,1200
6426,31,0,17,1,950
6427,66,1,17,1,3300
6428,65,1,12.5,1,1200
6429,25,0,12.5,1,NA
6430,58,0,9.5,1,700
6430,23,0,14,1,1000
6431,58,0,9.5,1,780
6431,23,0,14,1,1230
6432,51,1,7,1,980
6432,25,1,9.5,1,300
6432,23,1,9.5,1,300
6433,39,1,12.5,1,2500
6433,30,0,7,1,NA
6434,40,1,12.5,1,9200
6434,30,0,9.5,1,235
6435,35,1,12.5,1,3000
6435,30,0,17,1,2000
6436,36,1,12.5,1,2000
6436,30,0,17,1,2000
6437,41,1,7,1,350
6437,22,1,12.5,1,400
6438,42,0,7,1,455
6438,23,1,12.5,1,380
6438,18,0,9.5,1,150
6441,34,0,14,1,1400
6442,28,0,17,1,1600
6443,39,1,17,1,3000
6443,38,0,17,1,1000
6444,21,1,7,1,NA
6445,69,1,14,1,7635
6445,60,0,17,1,3000
6446,69,1,14,1,15485
6446,60,0,17,1,5000
6447,48,1,17,1,NA
6447,36,0,17,1,NA
6448,52,1,17,1,1500
6448,46,0,9.5,1,700
6449,41,1,12.5,1,NA
6449,24,0,9.5,1,150
6449,21,0,9.5,1,150
6449,25,1,3.5,1,200
6449,24,1,9.5,1,200
6450,24,0,9.5,1,1100
6450,22,1,12.5,1,1750
6451,61,1,17,1,NA
6451,28,0,17,1,NA
6452,43,1,12.5,1,1178
6453,69,0,3.5,1,1100
6454,68,1,17,1,4000
6454,63,0,17,1,4000
6455,42,1,12.5,1,1000
6456,60,1,3.5,1,1260
6456,57,0,3.5,1,500
6456,26,0,14,1,200
6458,58,0,3.5,1,300
6459,61,0,17,1,2000
6459,52,0,14,1,2000
6460,38,1,7,1,750
6461,51,1,9.5,1,300
6462,40,1,7,1,480
6463,58,1,17,1,5000
6463,48,0,17,1,4000
6464,60,1,17,1,NA
6464,48,0,17,1,NA
6467,37,1,14,1,3600
6467,36,0,14,1,4000
6468,37,1,14,1,5400
6468,37,0,14,1,3000
6469,40,1,17,1,2300
6469,37,0,17,1,1750
6470,40,1,12.5,1,500
6470,37,0,17,1,1420
6471,51,1,7,1,800
6471,25,1,14,1,900
6472,52,1,7,1,500
6472,25,1,14,1,800
6473,44,0,12.5,1,380
6473,20,1,12.5,1,800
6474,36,1,7,1,1200
6475,37,1,7,1,900
6476,55,1,14,1,3000
6479,42,1,7,1,510
6480,43,1,7,1,250
6481,35,1,9.5,1,750
6482,35,1,7,1,550
6483,35,0,9.5,1,NA
6486,63,0,12.5,1,685
6487,46,0,7,1,300
6488,47,0,7,1,450
6489,70,0,17,1,600
6490,38,1,12.5,1,2000
6491,32,1,9.5,1,250
6491,33,0,12.5,1,40
6493,42,1,12.5,1,1500
6494,43,1,9.5,1,500
6494,36,0,9.5,1,240
6495,54,1,9.5,1,3400
6495,22,0,14,1,485
6496,54,1,9.5,1,2000
6497,36,1,17,1,1000
6497,19,0,12.5,1,120
6498,73,1,7,1,200
6499,29,0,12.5,1,150
6499,27,1,12.5,1,350
6500,57,1,3.5,1,400
6500,54,0,7,1,150
6501,52,1,7,1,790
6502,52,1,7,1,790
6503,61,0,9.5,1,450
6503,22,0,14,1,860
6504,60,0,7,1,300
6504,22,0,12.5,1,500
6505,51,1,9.5,1,400
6505,24,1,9.5,1,320
6507,39,1,17,1,2500
6507,26,0,14,1,1800
6508,41,1,7,1,1700
6510,39,1,12.5,1,3500
6513,58,0,17,1,700
6516,38,1,17,1,3600
6516,32,0,17,1,700
6517,41,1,9.5,1,NA
6518,28,1,7,1,NA
6518,18,1,9.5,1,400
6518,23,1,9.5,1,800
6519,35,1,17,1,NA
6519,35,0,17,1,NA
6520,52,1,7,1,580
6520,20,1,9.5,1,800
6521,34,1,12.5,1,900
6521,34,0,12.5,1,700
6522,41,0,3.5,1,250
6523,43,1,9.5,1,NA
6523,36,0,7,1,400
6523,19,1,12.5,1,700
6524,34,1,7,1,1200
6525,53,1,7,1,480
6525,31,0,12.5,1,500
6525,29,0,9.5,1,500
6525,28,0,9.5,1,200
6525,26,1,12.5,1,1300
6526,49,1,7,1,600
6526,42,0,7,1,280
6528,26,1,3.5,1,250
6529,65,1,9.5,1,NA
6529,57,0,7,1,680
6530,65,1,12.5,1,1300
6530,58,0,7,1,800
6533,35,1,12.5,1,NA
6533,34,0,14,1,NA
6534,27,0,17,1,1200
6535,27,0,17,1,1100
6536,27,0,14,1,1050
6537,20,0,14,1,650
6538,69,1,7,1,1200
6539,39,0,17,1,NA
6540,39,0,17,1,2000
6541,55,0,7,1,770
6542,55,0,7,1,656
6545,25,1,3.5,1,600
6547,48,1,7,1,900
6548,48,1,7,1,750
6548,18,1,9.5,1,20
6549,25,0,17,1,1000
6550,50,1,14,1,4500
6551,50,1,9.5,1,2000
6551,20,1,9.5,1,300
6552,36,1,9.5,1,900
6552,29,0,7,1,985
6553,46,0,7,1,600
6554,51,1,7,1,2100
6554,44,0,7,1,1350
6554,25,1,12.5,1,1870
6555,51,0,7,1,1200
6558,42,0,7,1,490
6558,23,0,3.5,1,250
6559,63,1,3.5,1,1200
6559,60,0,7,1,750
6560,68,1,7,1,150
6560,56,0,7,1,1100
6560,23,1,12.5,1,1250
6561,68,0,7,1,700
6562,61,1,12.5,1,1900
6562,26,0,17,1,1200
6563,32,1,7,1,800
6563,31,0,12.5,1,500
6564,58,1,17,1,NA
6564,60,0,12.5,1,NA
6564,31,1,12.5,1,NA
6565,58,1,17,1,1200
6565,32,1,12.5,1,1000
6566,39,1,7,1,100
6567,45,0,7,1,420
6567,28,1,7,1,400
6568,30,0,9.5,1,800
6569,53,0,17,1,900
6569,30,1,17,1,1500
6570,39,0,17,1,4100
6571,39,0,17,1,3800
6572,36,0,17,1,6300
6572,42,1,12.5,1,500
6573,36,0,17,1,3300
6573,42,1,12.5,1,2000
6577,30,1,12.5,1,4000
6577,32,0,17,1,NA
6578,30,1,12.5,1,1200
